data_id,country,event_type,sub_event_type,fatalities,notes
7885733,Democratic Republic of Congo,Battles,Armed clash,0,"['mayi', 'mayi', 'group', 'faction', 'unspecified', 'clashed', 'ngumino', 'locality', 'kabingo', 'kakanda', 'muliro', 'located', 'territory', 'fizi', 'fizi', 'sud', 'kivu', 'element', 'ngumino', 'killed', 'kabingo', 'injury', 'fatality', 'reported', 'muliro']"
7885735,Democratic Republic of Congo,Battles,Non-state actor overtakes territory,0,"['around', 'rebel', 'nyatura', 'abazungu', 'apcls', 'coalition', 'led', 'kayinamura', 'took', 'control', 'butale', 'kibungu', 'muheto', 'nyamitaba', 'masisi', 'nord', 'kivu', 'witness', 'point', 'armed', 'group', 'looted', 'home', 'beat', 'injured', 'several', 'people', 'kibungu']"
7806888,Nigeria,Battles,Armed clash,1,"['unidentified', 'gunman', 'attacked', 'police', 'station', 'ugbodo', 'ebonyi', 'lga', 'ebonyi', 'repelled', 'police', 'operative', 'one', 'reported', 'fatality']"
7874992,Nigeria,Battles,Armed clash,3,"['member', 'tsaragi', 'community', 'clashed', 'member', 'share', 'community', 'territory', 'close', 'kanje', 'tsaragi', 'district', 'edu', 'lga', 'kwara', 'coded', 'lafiagi', 'least', 'people', 'killed', 'people', 'injured', 'house', 'vehicle', 'property', 'set', 'fire', 'clash', 'related', 'disagreement', 'regarding', 'territory', 'share', 'community', 'claim', 'ownershipover', 'action', 'regarding', 'farming', 'season']"
7875506,Somalia,Battles,Armed clash,1,"['unidentified', 'armed', 'gunman', 'shot', 'killed', 'jubaland', 'police', 'officer', 'vicinity', 'afmadow', 'town', 'afmadow', 'lower', 'juba']"
7875512,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'government', 'security', 'force', 'sna', 'troop', 'base', 'buulo', 'colow', 'village', 'near', 'baraawe', 'town', 'baraawe', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
7806918,Nigeria,Battles,Armed clash,0,"['unidentified', 'gunman', 'attacked', 'police', 'station', 'mbieri', 'mbaitoli', 'lga', 'imo', 'repelled', 'police', 'operative', 'two', 'reported', 'injury']"
7885768,Democratic Republic of Congo,Battles,Non-state actor overtakes territory,0,"['around', 'rebel', 'nyatura', 'abazungu', 'apcls', 'coalition', 'led', 'kayinamura', 'took', 'control', 'nyamitaba', 'muheto', 'butale', 'kibungu', 'located', 'territory', 'masisi', 'masisi', 'nord', 'kivu', 'witness', 'point', 'armed', 'group', 'looted', 'home', 'beat', 'injured', 'several', 'people', 'kibungu']"
7885769,Democratic Republic of Congo,Battles,Non-state actor overtakes territory,0,"['around', 'rebel', 'nyatura', 'abazungu', 'apcls', 'coalition', 'led', 'kayinamura', 'took', 'control', 'nyamitaba', 'butale', 'kibungu', 'muheto', 'masisi', 'nord', 'kivu', 'witness', 'point', 'armed', 'group', 'looted', 'home', 'beat', 'injured', 'several', 'people', 'kibungu']"
7885770,Democratic Republic of Congo,Battles,Government regains territory,0,"['fardc', 'clashed', 'mayi', 'mayi', 'group', 'faction', 'unknown', 'village', 'ngeleza', 'lubero', 'nord', 'kivu', 'fardc', 'reportedly', 'pushed', 'militant', 'area', 'injury', 'fatality', 'reported']"
7919818,Chad,Battles,Armed clash,16,"['iswap', 'militant', 'ambushed', 'using', 'ied', 'machine', 'gun', 'boat', 'patrol', 'chadian', 'army', 'region', 'litri', 'lac', 'mamdi', 'soldier', 'killed', 'injured']"
7885771,Democratic Republic of Congo,Battles,Armed clash,0,"['ngumino', 'clashed', 'biloze', 'bishambuke', 'village', 'kafulo', 'fizi', 'sud', 'kivu', 'biloze', 'bishambuke', 'attempted', 'steal', 'cattle', 'ngumino', 'clash', 'ngumino', 'looted', 'good', 'community', 'community', 'displacement', 'triggered', 'injury', 'fatality', 'reported']"
7875532,Somalia,Battles,Armed clash,2,"['charcoal', 'burner', 'dhulbahante', 'wacays', 'aden', 'sub', 'clan', 'militia', 'clashed', 'dhulbahante', 'reer', 'hagar', 'sub', 'clan', 'militia', 'buuhoodle', 'town', 'buuhoodle', 'togdheer', 'group', 'destroyed', 'hideout', 'charcoal', 'burner', 'two', 'people', 'killed']"
7875535,Somalia,Battles,Armed clash,0,"['suspected', 'al', 'shabaab', 'militant', 'threw', 'hand', 'grenade', 'government', 'security', 'force', 'sna', 'checkpoint', 'arafat', 'village', 'neighborhood', 'mogadishu', 'yaqshid', 'district', 'yaqshid', 'banadir', 'soldier', 'reacted', 'gunfire', 'explosion', 'fatality', 'injury', 'reported']"
7806936,Nigeria,Battles,Armed clash,3,"['around', 'reported', 'nigerian', 'military', 'troop', 'cjtf', 'member', 'clashed', 'iswap', 'fighter', 'gubio', 'gubio', 'lga', 'borno', 'magumeri', 'magumeri', 'lga', 'borno', 'killing', 'iswap', 'fighter', 'recovering', 'weapon', 'ammunition', 'unknown', 'fatality', 'coded']"
7807475,Somalia,Battles,Armed clash,2,"['al', 'shabaab', 'militant', 'attacked', 'government', 'security', 'force', 'sna', 'base', 'buurane', 'village', 'jowhar', 'lower', 'shabelle', 'two', 'soldier', 'killed']"
7928056,Ethiopia,Battles,Armed clash,0,"['unidentified', 'armed', 'group', 'ambushed', 'ethiopian', 'military', 'convoy', 'sparking', 'gunfight', 'kitu', 'kara', 'gori', 'town', 'west', 'wolega', 'oromia', 'coded', 'mana', 'sibu', 'fatality', 'specified']"
8011259,Mali,Battles,Armed clash,0,"['villager', 'sirakoro', 'niare', 'equipped', 'rifle', 'machete', 'knife', 'attacked', 'village', 'n', 'teguedo', 'niare', 'near', 'n', 'teguedo', 'samassebougou', 'kati', 'koulikoro', 'villager', 'n', 'teguedo', 'niare', 'responded', 'attack', 'ten', 'people', 'wounded', 'side', 'clash', 'ensued', 'attack', 'came', 'result', 'land', 'dispute']"
7806720,South Sudan,Battles,Armed clash,10,"['armed', 'pastoralists', 'luach', 'jang', 'dinka', 'pakam', 'section', 'agar', 'dinka', 'clan', 'clashed', 'unspecified', 'location', 'aloor', 'payam', 'rumbek', 'north', 'county', 'lake', 'state', 'killing', 'least', 'wounding', 'least', 'across', 'two', 'day', 'fighting', 'deceased', 'killed', 'first', 'day', 'fighting', 'remaining', 'confirmed', 'fatality', 'coded', 'fighting', 'precise', 'reason', 'fighting', 'specified']"
8011272,Burkina Faso,Battles,Armed clash,1,"['presumed', 'jnim', 'militant', 'attacked', 'volunteer', 'fighter', 'vdp', 'position', 'koulwoko', 'bouroum', 'namentenga', 'least', 'one', 'vdp', 'killed']"
8011276,Central African Republic,Battles,Armed clash,0,"['cpc', 'rebel', 'group', 'attacked', 'position', 'military', 'force', 'ally', 'wagner', 'group', 'minusca', 'yelewa', 'bouar', 'nana', 'mambere', 'according', 'report', 'governmental', 'force', 'regained', 'control', 'region']"
8011278,Central African Republic,Battles,Armed clash,0,"['cpc', 'rebel', 'group', 'attacked', 'position', 'military', 'force', 'ally', 'wagner', 'group', 'minusca', 'niem', 'bouar', 'nana', 'mambere', 'unclear', 'rebel', 'group', 'participated', 'casualty', 'reported']"
7992847,Democratic Republic of Congo,Battles,Armed clash,0,"['around', 'adf', 'attacked', 'fardc', 'village', 'vido', 'vido', 'ii', 'vido', 'iii', 'irumu', 'ituri', 'combatant', 'also', 'clashed', 'kisui', 'set', 'fire', 'two', 'military', 'base', 'well', 'village', 'kaghulo', 'kahumo', 'kafeza', 'located', 'kainama', 'beni', 'nord', 'kivu', 'clash', 'male', 'returnees', 'killed', 'least', 'others', 'abducted', 'civilian', 'home', 'burned', 'health', 'compound', 'looted', 'goat', 'stolen', 'iscap', 'reportedly', 'claimed', 'attack', 'village', 'vido', 'vigo', 'fatality', 'coded', 'across', 'five', 'event']"
7992848,Democratic Republic of Congo,Battles,Armed clash,0,"['around', 'adf', 'attacked', 'fardc', 'village', 'vido', 'vido', 'iii', 'vido', 'ii', 'irumu', 'ituri', 'combatant', 'also', 'clashed', 'kisui', 'set', 'fire', 'two', 'military', 'base', 'well', 'village', 'kaghulo', 'kahumo', 'kafeza', 'located', 'kainama', 'beni', 'nord', 'kivu', 'clash', 'male', 'returnees', 'killed', 'least', 'others', 'abducted', 'civilian', 'home', 'burned', 'health', 'compound', 'looted', 'goat', 'stolen', 'iscap', 'reportedly', 'claimed', 'attack', 'village', 'vido', 'fatality', 'coded', 'across', 'five', 'event']"
8011281,Cameroon,Battles,Armed clash,0,"['military', 'force', 'engaged', 'fire', 'fight', 'suspected', 'ambazonian', 'separatist', 'kumbo', 'town', 'jakiri', 'subdivision', 'bui', 'nord', 'ouest', 'fatality', 'casualty', 'reported']"
7807252,Sudan,Battles,Armed clash,0,"['four', 'gunman', 'intercepted', 'group', 'returning', 'donkey', 'abiad', 'gereida', 'town', 'gereida', 'locality', 'south', 'darfur', 'state', 'gathering', 'firewood', 'police', 'officer', 'accompanying', 'group', 'resisted', 'attempt', 'loot', 'shot', 'wounded', 'stomach', 'rest', 'group', 'appear', 'robbed']"
7807005,Nigeria,Battles,Armed clash,3,"['unidentified', 'gunman', 'clashed', 'police', 'operative', 'attached', 'three', 'chinese', 'worker', 'construction', 'site', 'ukum', 'lga', 'benue', 'coded', 'sankera', 'abducted', 'worker', 'three', 'reported', 'fatality', 'including', 'one', 'chinese', 'worker']"
7807263,Somalia,Battles,Armed clash,8,"['government', 'security', 'force', 'sna', 'operation', 'clashed', 'al', 'shabaab', 'militant', 'checkpoint', 'dhabana', 'dhulkuheys', 'village', 'near', 'lebi', 'duule', 'village', 'dhuusamarreeb', 'galgaduud', 'six', 'militant', 'two', 'sna', 'soldier', 'killed']"
7807265,Somalia,Battles,Government regains territory,0,"['government', 'security', 'force', 'sna', 'troop', 'retook', 'al', 'shabaab', 'militant', 'base', 'lebi', 'duule', 'village', 'dhuusamarreeb', 'galgaduud', 'fatality', 'injury', 'reported']"
7992356,Democratic Republic of Congo,Battles,Armed clash,1,"['around', 'adf', 'attacked', 'fardc', 'village', 'kaghulo', 'kahumo', 'kafeza', 'located', 'kainama', 'beni', 'nord', 'kivu', 'combatant', 'also', 'clashed', 'village', 'vido', 'ii', 'iii', 'kisui', 'set', 'fire', 'two', 'military', 'base', 'clash', 'male', 'returnees', 'killed', 'least', 'others', 'abducted', 'civilian', 'home', 'burned', 'health', 'compound', 'looted', 'goat', 'stolen', 'iscap', 'reportedly', 'claimed', 'attack', 'village', 'vido', 'fatality', 'coded', 'across', 'five', 'event']"
7992357,Democratic Republic of Congo,Battles,Armed clash,1,"['around', 'adf', 'attacked', 'fardc', 'village', 'kisui', 'oicha', 'nord', 'kivu', 'set', 'fire', 'two', 'military', 'base', 'combatant', 'also', 'clash', 'vido', 'ii', 'iii', 'well', 'village', 'kaghulo', 'kahumo', 'kafeza', 'located', 'kainama', 'beni', 'nord', 'kivu', 'clash', 'male', 'returnees', 'killed', 'least', 'others', 'abducted', 'civilian', 'home', 'burned', 'health', 'compound', 'looted', 'goat', 'stolen', 'iscap', 'reportedly', 'claimed', 'attack', 'village', 'vido', 'fatality', 'coded', 'across', 'five', 'event']"
7992358,Democratic Republic of Congo,Battles,Armed clash,0,"['around', 'adf', 'attacked', 'fardc', 'vido', 'ituri', 'irumu', 'combatant', 'also', 'clashed', 'kisui', 'set', 'fire', 'two', 'military', 'base', 'well', 'village', 'kaghulo', 'kahumo', 'kafeza', 'located', 'kainama', 'beni', 'nord', 'kivu', 'clash', 'male', 'returnees', 'killed', 'least', 'others', 'abducted', 'civilian', 'home', 'burned', 'health', 'compound', 'looted', 'goat', 'stolen', 'iscap', 'reportedly', 'claimed', 'attack', 'village', 'vido', 'fatality', 'coded', 'across', 'five', 'event']"
7807275,South Sudan,Battles,Armed clash,7,"['around', 'reported', 'bul', 'nuer', 'militia', 'attacked', 'mayen', 'jur', 'nyang', 'gogrial', 'east', 'county', 'warrap', 'state', 'seemingly', 'revenge', 'attack', 'mayom', 'county', 'people', 'killed', 'wounded', 'clash', 'local', 'militia', 'presumed', 'apuk', 'section', 'rek', 'dinka', 'administrative', 'headquarters', 'nyang', 'torched', 'fatality', 'distributed', 'across', 'two', 'event']"
7918922,Democratic Republic of Congo,Battles,Armed clash,0,"['mayi', 'mayi', 'group', 'faction', 'unspecified', 'clashed', 'ngumino', 'locality', 'kwata', 'kabingo', 'fizi', 'sud', 'kivu', 'injury', 'fatality', 'reported']"
7918438,Ethiopia,Battles,Armed clash,0,"['fighting', 'erupted', 'security', 'force', 'uag', 'military', 'vehicle', 'attacked', 'area', 'fotoka', 'guliso', 'woreda', 'west', 'wellega', 'zone', 'fatality', 'reported']"
7810926,South Sudan,Battles,Armed clash,8,"['around', 'reported', 'bul', 'nuer', 'militia', 'attacked', 'mayen', 'jur', 'nyang', 'gogrial', 'east', 'county', 'warrap', 'state', 'seemingly', 'revenge', 'attack', 'mayom', 'county', 'people', 'killed', 'wounded', 'clash', 'local', 'militia', 'presumed', 'apuk', 'section', 'rek', 'dinka', 'administrative', 'headquarters', 'nyang', 'torched', 'fatality', 'distributed', 'across', 'two', 'event']"
7807351,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'carried', 'hit', 'run', 'attack', 'amisom', 'endf', 'force', 'base', 'hudur', 'town', 'xudur', 'bakool', 'fatality', 'injury', 'reported']"
7875197,Nigeria,Battles,Armed clash,11,"['nigerian', 'military', 'troop', 'clashed', 'benue', 'communal', 'militiaman', 'konshisha', 'lga', 'benue', 'coded', 'tse', 'agberagba', 'militiaman', 'killed', 'weapon', 'seized']"
7885737,Democratic Republic of Congo,Battles,Armed clash,0,"['mayi', 'mayi', 'group', 'faction', 'unspecified', 'clashed', 'ngumino', 'locality', 'kabingo', 'kwata', 'located', 'territory', 'fizi', 'fizi', 'sud', 'kivu', 'injury', 'fatality', 'reported']"
7806635,Egypt,Battles,Armed clash,1,"['around', 'reported', 'soldier', 'egyptian', 'military', 'force', 'killed', 'presumed', 'islamic', 'state', 'militant', 'unknown', 'location', 'north', 'sinai', 'coded', 'rafah']"
7806652,Ethiopia,Battles,Armed clash,39,"['around', 'week', 'clash', 'olf', 'shane', 'militant', 'federal', 'force', 'reported', 'abe', 'dongoro', 'horo', 'guduro', 'oromia', 'fatality', 'reportedly', 'inflicted', 'federal', 'force', 'olf', 'shane', 'militant']"
7807426,Ethiopia,Battles,Armed clash,3,"['around', 'week', 'clash', 'olf', 'shane', 'militant', 'federal', 'force', 'reported', 'rural', 'area', 'surrounding', 'kombolcha', 'horo', 'guduro', 'oromia', 'unspecified', 'number', 'soldier', 'killed', 'unknown', 'fatality', 'coded', 'hundred', 'family', 'reportedly', 'displaced', 'kombulcha', 'town', 'result', 'violence']"
7885778,Democratic Republic of Congo,Battles,Armed clash,3,"['fardc', 'clashed', 'adf', 'village', 'ngadu', 'located', 'km', 'halungupa', 'beni', 'nord', 'kivu', 'people', 'killed', 'including', 'fardc', 'element', 'civilian', 'motorcycle', 'burned', 'iscap', 'reportedly', 'claimed', 'killing', 'fardc', 'element', 'motorcycle', 'road']"
7806944,Sudan,Battles,Armed clash,1,"['vehicle', 'carrying', 'local', 'official', 'fired', 'upon', 'saf', 'romantas', 'area', 'unspecified', 'location', 'along', 'central', 'west', 'darfur', 'border', 'coded', 'deirirro', 'azum', 'locality', 'central', 'darfur', 'state', 'failed', 'stop', 'checkpoint', 'official', 'killed', 'two', 'passenger', 'vehicle', 'wounded', 'whilst', 'saf', 'soldier', 'sustained', 'four', 'injury', 'one', 'passenger', 'fired', 'upon']"
8011285,Madagascar,Battles,Armed clash,2,"['dahalo', 'clashed', 'military', 'near', 'antsondrodava', 'maintirano', 'melaky', 'dahalos', 'killed', 'arrested']"
8011297,Cameroon,Battles,Armed clash,0,"['military', 'force', 'engaged', 'fire', 'fight', 'ambazonian', 'separatist', 'bome', 'village', 'mbengwi', 'town', 'mbeggwi', 'subdivision', 'momo', 'nord', 'ouest', 'fatality', 'casualty', 'reported']"
8011298,Mali,Battles,Armed clash,13,"['presumed', 'katiba', 'macina', 'jnim', 'militant', 'attacked', 'malian', 'army', 'base', 'town', 'konna', 'mopti', 'mopti', 'soldier', 'repelled', 'attack', 'killed', 'militant', 'seized', 'weapon', 'motorbike', 'equipment', 'soldier', 'killed', 'four', 'wounded']"
7807271,Mali,Battles,Armed clash,1,"['unknown', 'gunman', 'killed', 'forest', 'guard', 'seized', 'motorbike', 'road', 'timbuktu', 'tombouctou', 'tombouctou', 'goundam']"
7937075,Sudan,Battles,Armed clash,36,"['part', 'abu', 'zar', 'idp', 'camp', 'adjacent', 'el', 'geneina', 'torched', 'looted', 'amid', 'heavy', 'fighting', 'masalit', 'rizeigat', 'militia', 'latter', 'reportedly', 'backed', 'gunman', 'chad', 'el', 'geneina', 'ag', 'geneina', 'locality', 'west', 'darfur', 'state', 'least', 'four', 'day', 'fighting', 'killed', 'least', 'figure', 'presumed', 'include', 'two', 'masalit', 'civilian', 'killed', 'coded', 'separately', 'wounded', 'least', 'dozen', 'seriously', 'fatality', 'distributed', 'evenly', 'across', 'four', 'event', 'rsf', 'paramilitary', 'accused', 'involvement', 'side', 'rizeigat', 'although', 'disputed', 'authority', 'unspecified', 'number', 'displaced', 'thousand', 'displaced', 'chad', 'report', 'indicate', 'rizeigat', 'masalit', 'militia', 'outside', 'el', 'geneina', 'arrived', 'city', 'assist', 'kin']"
7807334,Somalia,Battles,Armed clash,1,"['government', 'security', 'force', 'sna', 'operation', 'clashed', 'al', 'shabaab', 'militant', 'checkpoint', 'awdheegle', 'village', 'afgooye', 'lower', 'shabelle', 'one', 'senior', 'militant', 'killed', 'several', 'others', 'injured']"
7807374,Sudan,Battles,Armed clash,0,"['saf', 'saf', 'reservist', 'clashed', 'amhara', 'militia', 'unspecified', 'force', 'mashra', 'basundah', 'locality', 'gedaref', 'state', 'coded', 'mashra', 'tuklayn', 'note', 'two', 'location', 'begin', 'mashra', 'area', 'ethiopian', 'force', 'reportedly', 'taking', 'farmer', 'area', 'prepare', 'upcoming', 'rainy', 'season', 'saf', 'claimed', 'expelled', 'militia', 'torched', 'area', 'farmed', 'information', 'regarding', 'casualty', 'fatality']"
7806885,Nigeria,Battles,Armed clash,0,"['unidentified', 'gunman', 'clashed', 'nigerian', 'police', 'operative', 'ehime', 'mbano', 'police', 'division', 'ehime', 'mbano', 'lga', 'imo', 'coded', 'umueze', 'set', 'vehicle', 'ablaze', 'reported', 'casualty']"
7806633,Egypt,Battles,Armed clash,1,"['around', 'reported', 'soldier', 'egyptian', 'military', 'force', 'killed', 'presumed', 'islamic', 'state', 'militant', 'al', 'arish', 'el', 'arish', 'north', 'sinai']"
7807410,Burundi,Battles,Armed clash,0,"['two', 'group', 'imbonerakure', 'clashed', 'busebwa', 'gatete', 'zone', 'rumonge', 'rumonge', 'fought', 'one', 'group', 'imbonerakure', 'planning', 'kill', 'zone', 'chief', 'civilian', 'injured', 'fighting']"
7806649,Ethiopia,Battles,Armed clash,6,"['clash', 'somali', 'afar', 'ethnic', 'militia', 'supported', 'special', 'force', 'respective', 'region', 'reported', 'disputed', 'territory', 'area', 'categorized', 'afar', 'zone', 'gewane', 'zone', 'afar', 'hanruk', 'gelalu', 'woredas', 'least', 'fatality', 'reported', 'clash', 'including', 'civilian', 'began', 'reduced', 'fatality', 'spread', 'across', 'event', 'location', 'day']"
7806650,Ethiopia,Battles,Armed clash,7,"['clash', 'somali', 'afar', 'ethnic', 'militia', 'supported', 'special', 'force', 'respective', 'region', 'reported', 'disputed', 'territory', 'area', 'categorized', 'afar', 'zone', 'gewane', 'hanruk', 'gelalu', 'woredas', 'zone', 'afar', 'coded', 'herto', 'bouri', 'least', 'fatality', 'reported', 'clash', 'including', 'civilian', 'began', 'reduced', 'fatality', 'spread', 'across', 'event', 'location', 'day']"
7806651,Ethiopia,Battles,Armed clash,7,"['clash', 'somali', 'afar', 'ethnic', 'militia', 'supported', 'special', 'force', 'respective', 'region', 'reported', 'disputed', 'territory', 'area', 'categorized', 'afar', 'zone', 'gewane', 'hanruk', 'zone', 'afar', 'coded', 'melka', 'werer', 'gelalu', 'woredas', 'least', 'fatality', 'reported', 'clash', 'including', 'civilian', 'began', 'reduced', 'fatality', 'spread', 'across', 'event', 'location', 'day']"
7807428,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'launched', 'attack', 'government', 'security', 'force', 'sna', 'troop', 'checkpoint', 'near', 'golweyn', 'village', 'marka', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
7999434,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'launched', 'attack', 'government', 'security', 'force', 'sna', 'troop', 'checkpoint', 'near', 'sam', 'back', 'neighborhood', 'mogadishu', 'daynile', 'district', 'daynile', 'banadir', 'fatality', 'injury', 'reported']"
7885788,Democratic Republic of Congo,Battles,Armed clash,0,"['fardc', 'thwarted', 'ambush', 'unidentified', 'armed', 'group', 'burai', 'bunagana', 'axis', 'goma', 'rutshuru', 'road', 'locality', 'kasumo', 'near', 'bunagana', 'nord', 'kivu', 'injury', 'fatality', 'reported']"
7885789,Democratic Republic of Congo,Battles,Armed clash,1,"['around', 'fardc', 'clashed', 'mayi', 'mayi', 'kujikomboa', 'leadership', 'sinaruhamagaye', 'area', 'muhanga', 'located', 'luke', 'kinigi', 'masisi', 'nord', 'kivu', 'report', 'suggest', 'sinaruhamagaye', 'killed', 'kaniro', 'sector', 'osso', 'banyungu']"
7806947,Ethiopia,Battles,Armed clash,7,"['federal', 'force', 'stationed', 'metekel', 'zone', 'benishangul', 'gumz', 'region', 'reportedly', 'killed', 'unidentified', 'armed', 'men', 'mandera', 'metekel', 'benishangul', 'gumz', 'coded', 'genete', 'mariam', 'jawi', 'coded', 'separately', 'involved', 'recent', 'attack', 'civilian', 'fatality', 'split', 'two', 'location']"
7806949,Ethiopia,Battles,Armed clash,8,"['federal', 'force', 'stationed', 'metekel', 'zone', 'benishangul', 'gumz', 'region', 'reportedly', 'killed', 'unidentified', 'armed', 'men', 'mandera', 'coded', 'separately', 'jawi', 'awi', 'amhara', 'coded', 'icaco', 'involved', 'recent', 'attack', 'civilian', 'fatality', 'split', 'two', 'location']"
7807465,Nigeria,Battles,Armed clash,2,"['around', 'reported', 'unidentified', 'gunman', 'clashed', 'nigerian', 'police', 'operative', 'dogongawa', 'along', 'katsina', 'ala', 'takum', 'road', 'takum', 'lga', 'taraba', 'killing', 'two', 'policeman']"
7806699,Nigeria,Battles,Armed clash,10,"['nigerian', 'military', 'troop', 'clashed', 'benue', 'communal', 'militia', 'associated', 'bonta', 'boy', 'bonta', 'konshisha', 'lga', 'benue', 'coded', 'tse', 'agberagba', 'killed', 'least', 'militiaman']"
7807477,Ethiopia,Battles,Armed clash,8,"['olf', 'shane', 'militant', 'attacked', 'community', 'mender', 'area', 'abe', 'dongoro', 'horo', 'guduro', 'wolega', 'oromia', 'killing', 'communal', 'militia', 'member', 'civilian', 'source', 'also', 'indicated', 'olf', 'shane', 'member', 'killed', 'local', 'militia', 'response']"
7806981,Nigeria,Battles,Armed clash,0,"['unidentified', 'gunman', 'clashed', 'nigerian', 'military', 'troop', 'army', 'checkpoint', 'along', 'ukwuorji', 'owerri', 'road', 'owerri', 'owerri', 'municipal', 'lga', 'imo', 'reported', 'fatality']"
8011308,Burkina Faso,Battles,Armed clash,10,"['presumed', 'jnim', 'militant', 'ambushed', 'joint', 'gendarmerie', 'volunteer', 'fighter', 'vdp', 'force', 'village', 'lopiengou', 'fada', 'ngourma', 'gourma', 'gendarme', 'vdps', 'killed', 'others', 'wounded', 'militant', 'also', 'killed']"
8011312,Cameroon,Battles,Armed clash,4,"['mnjtf', 'force', 'repelled', 'attack', 'boko', 'haram', 'fighter', 'waraga', 'neighborhood', 'amchide', 'village', 'kolofata', 'subdivision', 'mayo', 'sava', 'extreme', 'nord', 'woman', 'killed', 'stray', 'bullet', 'boko', 'haram', 'fighter', 'also', 'killed']"
8011313,Burkina Faso,Battles,Armed clash,1,"['presumed', 'katiba', 'macina', 'jnim', 'militant', 'dozo', 'militiaman', 'clashed', 'deregoue', 'sideradougou', 'comoe', 'one', 'dozo', 'killed']"
7937074,Sudan,Battles,Armed clash,36,"['heavy', 'fighting', 'continued', 'masalit', 'rizeigat', 'militia', 'latter', 'reportedly', 'backed', 'gunman', 'chad', 'el', 'geneina', 'city', 'ag', 'geneina', 'locality', 'west', 'darfur', 'state', 'power', 'station', 'reported', 'destroyed', 'house', 'local', 'official', 'targeted', 'fighting', 'prompting', 'exchange', 'fire', 'bodyguard', 'official', 'unidentified', 'militia', 'least', 'four', 'day', 'fighting', 'killed', 'least', 'figure', 'presumed', 'include', 'two', 'masalit', 'civilian', 'killed', 'coded', 'separately', 'wounded', 'least', 'dozen', 'seriously', 'fatality', 'distributed', 'evenly', 'across', 'four', 'event', 'rsf', 'paramilitary', 'accused', 'involvement', 'side', 'rizeigat', 'although', 'disputed', 'authority', 'unspecified', 'number', 'displaced', 'thousand', 'displaced', 'chad', 'report', 'indicate', 'rizeigat', 'masalit', 'militia', 'outside', 'el', 'geneina', 'arrived', 'city', 'assist', 'kin']"
8011314,Burkina Faso,Battles,Armed clash,4,"['katiba', 'macina', 'jnim', 'militant', 'iswap', 'greater', 'sahara', 'militant', 'clashed', 'near', 'cattle', 'market', 'village', 'deou', 'deou', 'oudalan', 'katiba', 'macina', 'jnim', 'killed', 'iswap', 'greater', 'sahara', 'militant', 'captured', 'others']"
8011319,Central African Republic,Battles,Government regains territory,0,"['military', 'force', 'supported', 'wagner', 'group', 'minusca', 'took', 'sub', 'prefecture', 'aba', 'bouar', 'nana', 'mambere', 'controlled', 'several', 'year', 'rebel', 'r', 'movement', 'member', 'cpc', 'rebel', 'withdrew', 'city']"
8011321,Cameroon,Battles,Armed clash,0,"['military', 'force', 'engaged', 'fire', 'fight', 'ambazonian', 'separatist', 'ndop', 'town', 'ngo', 'ketunjia', 'nord', 'ouest', 'fatality', 'casualty', 'reported']"
8011324,Mozambique,Battles,Government regains territory,0,"['member', 'mozambican', 'defense', 'security', 'force', 'regained', 'control', 'city', 'palma', 'palma', 'cabo', 'delgado', 'two', 'week', 'attack', 'perpetrated', 'member', 'islamist', 'militia', 'city']"
7875426,Kenya,Battles,Armed clash,0,"['ied', 'al', 'shabaab', 'militant', 'detonated', 'targeting', 'kenyan', 'military', 'force', 'convoy', 'passing', 'near', 'lamu', 'town', 'mkomami', 'lamu', 'fatality', 'injury', 'reported']"
7918437,Ethiopia,Battles,Armed clash,8,"['armed', 'clash', 'erupted', 'security', 'force', 'unidentified', 'armed', 'group', 'dire', 'guda', 'kebele', 'dirre', 'gida', 'ayana', 'woreda', 'east', 'wellega', 'zone', 'least', 'eight', 'member', 'uag', 'reportedly', 'killed', 'clash']"
7918457,Somalia,Battles,Armed clash,1,"['al', 'shabaab', 'militant', 'ambushed', 'jubaland', 'security', 'force', 'convoy', 'passing', 'near', 'abdi', 'dhore', 'village', 'kismaayo', 'lower', 'juba', 'one', 'soldier', 'killed']"
7806863,Nigeria,Battles,Armed clash,2,"['nigerian', 'security', 'operative', 'clashed', 'kidnapper', 'okutolo', 'along', 'warri', 'sapele', 'road', 'sapele', 'lga', 'delta', 'following', 'distress', 'call', 'operation', 'area', 'two', 'reported', 'fatality', 'six', 'kidnapped', 'victim', 'rescued']"
7807383,Kenya,Battles,Armed clash,0,"['police', 'force', 'rapid', 'deployment', 'unit', 'clashed', 'unidentified', 'bandit', 'raided', 'lamaiywet', 'arabala', 'village', 'kisanana', 'district', 'mogotio', 'baringo', 'fatality', 'injury', 'reported']"
